Tipo de Registro	Fecha Inicial de Factura	Fecha Fin de Factura	Id Cliente	Id PDV	Id Sucursal	descripción Sucursal	Id transacción	Numero de Remito	Fecha de la transacción	Tipo de Operación	Código Fiscal de la Operación	Nro de linea	Id Producto	Nro de Lote	Fecha Validez Lote	Cantidad	Unidad de Medida de Venta	Valor Neto Total de la linea	Moneda	Código del Vendedor	Nombre del Vendedor
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2722989	001400067769	2021-11-02	VTA	O	1	18234	1		1	UNI	       392.150000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2722956	001400067766	2021-11-02	VTA	O	1	18315	1		2	UNI	      1068.600000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2722779	000101386225	2021-11-02	VTA	O	1	369	1		2	UNI	       352.070000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2722930	001400067763	2021-11-02	VTA	O	1	8068	1		1	UNI	       404.130000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	11811	1	CD	2722735	001400004860	2021-11-02	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	11934	1	CD	2722646	001100035590	2021-11-02	VTA	O	1	18234	1		12	UNI	      4705.800000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	12018	1	CD	2722662	001100154694	2021-11-02	VTA	O	1	13387	1		3	UNI	       799.590000	ARS	82	ARAYA DIEGO MARTIN
L	2021-11-01	2021-12-18	9100063766	12053	1	CD	2722645	001100154682	2021-11-02	VTA	O	1	13387	1		2	UNI	       533.060000	ARS	47	SANCHEZ MIRIAM
L	2021-11-01	2021-12-18	9100063766	1858	1	CD	2723215	001100015133	2021-11-02	DEV	O	1	13387	1		1	UNI	       266.530000	ARS	47	SANCHEZ MIRIAM
L	2021-11-01	2021-12-18	9100063766	1858	1	CD	2722635	001100154674	2021-11-02	VTA	O	1	13387	1		2	UNI	       533.060000	ARS	47	SANCHEZ MIRIAM
L	2021-11-01	2021-12-18	9100063766	5183	1	CD	2721680	001100154535	2021-11-02	VTA	O	1	11097	1		1	UNI	       332.980000	ARS	19	PONCE CARLOS M. (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	5643	1	CD	2722627	001100154669	2021-11-02	VTA	O	1	9054	1		1	UNI	       404.550000	ARS	37	CANO MARIELA
L	2021-11-01	2021-12-18	9100063766	6023	1	CD	2722791	001100035594	2021-11-02	VTA	O	1	18234	1		360	UNI	    141174.000000	ARS	54	OFICINA
L	2021-11-01	2021-12-18	9100063766	6973	1	CD	2722383	001100154631	2021-11-02	VTA	O	1	13387	1		3	UNI	       799.590000	ARS	47	SANCHEZ MIRIAM
L	2021-11-01	2021-12-18	9100063766	8704	1	CD	2723210	001100015132	2021-11-02	DEV	O	1	11490	1		1	UNI	       269.840000	ARS	82	ARAYA DIEGO MARTIN
L	2021-11-01	2021-12-18	9100063766	8704	1	CD	2722667	001100154699	2021-11-02	VTA	O	1	11490	1		1	UNI	       269.840000	ARS	82	ARAYA DIEGO MARTIN
L	2021-11-01	2021-12-18	9100063766	8704	1	CD	2722667	001100154699	2021-11-02	VTA	O	1	11491	1		1	UNI	       269.840000	ARS	82	ARAYA DIEGO MARTIN
L	2021-11-01	2021-12-18	9100063766	8704	1	CD	2722667	001100154699	2021-11-02	VTA	O	1	11493	1		1	UNI	       269.840000	ARS	82	ARAYA DIEGO MARTIN
L	2021-11-01	2021-12-18	9100063766	9709	1	CD	2722650	001100035592	2021-11-02	VTA	O	1	9052	1		6	UNI	      2516.540000	ARS	10	RUPPEL DAMIAN
L	2021-11-01	2021-12-18	9100063766	10653	1	CD	2723103	001100154820	2021-11-03	VTA	O	1	8068	1		1	UNI	       404.130000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	10719	1	CD	2722881	001100154743	2021-11-03	VTA	O	1	13387	1		27	UNI	      7196.280000	ARS	22	RUPPEL DAMIAN (OFICINA)
L	2021-11-01	2021-12-18	9100063766	10719	1	CD	2722880	001100154742	2021-11-03	VTA	O	1	13387	1		33	UNI	      8795.460000	ARS	22	RUPPEL DAMIAN (OFICINA)
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723219	001400067799	2021-11-03	VTA	O	1	11097	1		1	UNI	       326.450000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723261	001400067805	2021-11-03	VTA	O	1	11097	1		1	UNI	       326.450000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723421	001400067831	2021-11-03	VTA	O	1	11097	1		1	UNI	       326.450000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723563	001400067844	2021-11-03	VTA	O	1	11097	1		1	UNI	       326.450000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723330	000101386319	2021-11-03	VTA	O	1	11491	1		1	UNI	       269.840000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723336	000101386322	2021-11-03	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723205	001400067797	2021-11-03	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723278	001400067807	2021-11-03	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723326	001400067819	2021-11-03	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723563	001400067844	2021-11-03	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723657	001400067887	2021-11-03	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723589	000101386370	2021-11-03	VTA	O	1	13387	1		2	UNI	       533.060000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723600	000101386376	2021-11-03	VTA	O	1	13387	1		2	UNI	       533.060000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723218	000101386302	2021-11-03	VTA	O	1	13387	1		3	UNI	       799.590000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723452	000101386349	2021-11-03	VTA	O	1	18234	1		1	UNI	       392.150000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723261	001400067805	2021-11-03	VTA	O	1	18234	1		1	UNI	       392.150000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723275	001400067806	2021-11-03	VTA	O	1	18234	1		1	UNI	       392.150000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723416	001400067829	2021-11-03	VTA	O	1	18234	1		1	UNI	       392.150000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723583	001400067847	2021-11-03	VTA	O	1	18234	1		1	UNI	       392.150000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723586	000101386368	2021-11-03	VTA	O	1	2725	1		2	UNI	       953.720000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723615	001400067864	2021-11-03	VTA	O	1	8068	1		2	UNI	       808.270000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723283	001400067809	2021-11-03	VTA	O	1	9052	1		1	UNI	       419.420000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	11853	1	CD	2722875	001100154740	2021-11-03	VTA	O	1	11077	1		2	UNI	       919.830000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	11853	1	CD	2722875	001100154740	2021-11-03	VTA	O	1	11961	1		2	UNI	       919.830000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	11853	1	CD	2722875	001100154740	2021-11-03	VTA	O	1	9054	1		2	UNI	       809.090000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	11883	1	CD	2723106	001100035615	2021-11-03	VTA	O	1	12043	1		6	UNI	     11992.600000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	12038	1	CD	2723613	001400004875	2021-11-03	VTA	O	1	12043	1		1	UNI	      1998.770000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	2228	1	CD	2723460	001400004871	2021-11-03	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	3209	1	CD	2722867	001100154734	2021-11-03	VTA	O	1	13387	1		3	UNI	       799.590000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	4053	1	CD	2722652	000101386193	2021-11-03	VTA	O	1	11097	1		2	UNI	       652.900000	ARS	10	RUPPEL DAMIAN
L	2021-11-01	2021-12-18	9100063766	4053	1	CD	2722652	000101386193	2021-11-03	VTA	O	1	18234	1		2	UNI	       784.300000	ARS	10	RUPPEL DAMIAN
L	2021-11-01	2021-12-18	9100063766	4053	1	CD	2722652	000101386193	2021-11-03	VTA	O	1	9054	1		2	UNI	       809.090000	ARS	10	RUPPEL DAMIAN
L	2021-11-01	2021-12-18	9100063766	5612	1	CD	2723128	000101386291	2021-11-03	VTA	O	1	13387	1		12	UNI	      3198.350000	ARS	10	RUPPEL DAMIAN
L	2021-11-01	2021-12-18	9100063766	5612	1	CD	2723128	000101386291	2021-11-03	VTA	O	1	18234	1		6	UNI	      2352.900000	ARS	10	RUPPEL DAMIAN
L	2021-11-01	2021-12-18	9100063766	5624	1	CD	2723108	001100154824	2021-11-03	VTA	O	1	17979	1		3	UNI	       771.080000	ARS	10	RUPPEL DAMIAN
L	2021-11-01	2021-12-18	9100063766	6973	1	CD	2723250	001400004867	2021-11-03	VTA	O	1	13387	1		3	UNI	       799.590000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	8673	1	CD	2722814	001100154720	2021-11-03	VTA	O	1	8146	1		2	UNI	       580.170000	ARS	37	CANO MARIELA
L	2021-11-01	2021-12-18	9100063766	8673	1	CD	2722814	001100154720	2021-11-03	VTA	O	1	9054	1		3	UNI	      1213.640000	ARS	37	CANO MARIELA
L	2021-11-01	2021-12-18	9100063766	9166	1	CD	2723047	000101386287	2021-11-03	VTA	O	1	13387	1		24	UNI	      6396.700000	ARS	54	OFICINA
L	2021-11-01	2021-12-18	9100063766	10468	1	CD	2723127	000101386290	2021-11-04	VTA	O	1	11097	1		18	UNI	      5876.080000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	10468	1	CD	2723127	000101386290	2021-11-04	VTA	O	1	17979	1		12	UNI	      3084.310000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	10468	1	CD	2723127	000101386290	2021-11-04	VTA	O	1	18234	1		12	UNI	      4705.800000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	10468	1	CD	2723127	000101386290	2021-11-04	VTA	O	1	369	1		12	UNI	      2112.400000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	10468	1	CD	2723127	000101386290	2021-11-04	VTA	O	1	9054	1		12	UNI	      4854.550000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	10478	1	CD	2723757	001100154988	2021-11-04	VTA	O	1	12873	1		1	UNI	       459.920000	ARS	82	ARAYA DIEGO MARTIN
L	2021-11-01	2021-12-18	9100063766	10478	1	CD	2723757	001100154988	2021-11-04	VTA	O	1	9054	1		2	UNI	       809.090000	ARS	82	ARAYA DIEGO MARTIN
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724172	001400067965	2021-11-04	VTA	O	1	11097	1		1	UNI	       326.450000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724186	001400067975	2021-11-04	VTA	O	1	11097	1		1	UNI	       326.450000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724161	000101386491	2021-11-04	VTA	O	1	11491	1		1	UNI	       269.840000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724170	001400067964	2021-11-04	VTA	O	1	12043	1		3	UNI	      5996.300000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723889	000101386435	2021-11-04	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723857	001400067898	2021-11-04	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724147	001400067951	2021-11-04	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724150	001400067952	2021-11-04	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723858	001400067899	2021-11-04	VTA	O	1	13387	1		2	UNI	       533.060000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724163	001400067957	2021-11-04	VTA	O	1	13387	1		2	UNI	       533.060000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724118	000101386468	2021-11-04	VTA	O	1	13387	1		3	UNI	       799.590000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724198	001400067985	2021-11-04	VTA	O	1	13387	1		4	UNI	      1066.120000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724104	001400067933	2021-11-04	VTA	O	1	17979	1		1	UNI	       257.030000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724147	001400067951	2021-11-04	VTA	O	1	17980	1		1	UNI	       268.180000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723935	000101386448	2021-11-04	VTA	O	1	18234	1		1	UNI	       392.150000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723857	001400067898	2021-11-04	VTA	O	1	18234	1		1	UNI	       392.150000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723950	001400067924	2021-11-04	VTA	O	1	18234	1		1	UNI	       392.150000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723870	000101386428	2021-11-04	VTA	O	1	18234	1		2	UNI	       784.300000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723870	000101386428	2021-11-04	VTA	O	1	7770	1		2	UNI	      4620.690000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2723870	000101386428	2021-11-04	VTA	O	1	8061	1		1	UNI	       276.450000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724108	000101386465	2021-11-04	VTA	O	1	8146	1		1	UNI	       290.080000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724157	001400067955	2021-11-04	VTA	O	1	9054	1		1	UNI	       404.550000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724141	001400067948	2021-11-04	VTA	O	1	9054	1		6	UNI	      2427.280000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10775	1	CD	2724167	001400067961	2021-11-04	VTA	O	1	9054	1		7	UNI	      2831.820000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10848	1	CD	2723752	001100154983	2021-11-04	VTA	O	1	11097	1		6	UNI	      1958.690000	ARS	10	RUPPEL DAMIAN
L	2021-11-01	2021-12-18	9100063766	10848	1	CD	2723752	001100154983	2021-11-04	VTA	O	1	13387	1		12	UNI	      3198.350000	ARS	10	RUPPEL DAMIAN
L	2021-11-01	2021-12-18	9100063766	10951	1	CD	2723877	001400004877	2021-11-04	VTA	O	1	18234	1		1	UNI	       392.150000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	10954	1	CD	2722894	001100154753	2021-11-04	VTA	O	1	13387	1		3	UNI	       815.580000	ARS	30	ARIAS MARTIN (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	10954	1	CD	2722894	001100154753	2021-11-04	VTA	O	1	17979	1		6	UNI	      1573.000000	ARS	30	ARIAS MARTIN (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	10954	1	CD	2722895	001100154754	2021-11-04	VTA	O	1	18234	1		6	UNI	      2399.960000	ARS	30	ARIAS MARTIN (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	11033	1	CD	2723385	001100154877	2021-11-04	VTA	O	1	13387	1		1	UNI	       266.530000	ARS	47	SANCHEZ MIRIAM
L	2021-11-01	2021-12-18	9100063766	11162	1	CD	2723770	001100154997	2021-11-04	VTA	O	1	13387	1		3	UNI	       799.590000	ARS	82	ARAYA DIEGO MARTIN
L	2021-11-01	2021-12-18	9100063766	1124	1	CD	2723758	001100154989	2021-11-04	VTA	O	1	18234	1		3	UNI	      1176.450000	ARS	82	ARAYA DIEGO MARTIN
L	2021-11-01	2021-12-18	9100063766	11652	1	CD	2724343	001100015159	2021-11-04	DEV	O	1	11490	1		2	UNI	       550.460000	ARS	19	PONCE CARLOS M. (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	11652	1	CD	2722617	001100154660	2021-11-04	VTA	O	1	11490	1		2	UNI	       550.460000	ARS	19	PONCE CARLOS M. (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	11652	1	CD	2722617	001100154660	2021-11-04	VTA	O	1	11491	1		2	UNI	       550.460000	ARS	19	PONCE CARLOS M. (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	11652	1	CD	2722617	001100154660	2021-11-04	VTA	O	1	11493	1		2	UNI	       550.460000	ARS	19	PONCE CARLOS M. (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	11652	1	CD	2722617	001100154660	2021-11-04	VTA	O	1	17883	1		2	UNI	       550.460000	ARS	19	PONCE CARLOS M. (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	11873	1	CD	2723878	001400004878	2021-11-04	VTA	O	1	11097	1		1	UNI	       326.450000	ARS	101	SALON
L	2021-11-01	2021-12-18	9100063766	12021	1	CD	2722801	001100154709	2021-11-04	VTA	O	1	17979	1		3	UNI	       786.500000	ARS	19	PONCE CARLOS M. (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	1858	1	CD	2723722	001100154961	2021-11-04	VTA	O	1	13387	1		2	UNI	       533.060000	ARS	47	SANCHEZ MIRIAM
L	2021-11-01	2021-12-18	9100063766	2735	1	CD	2723048	001100154774	2021-11-04	VTA	O	1	13387	1		24	UNI	      6396.700000	ARS	18	PONCE CARLOS (OFICINA)
L	2021-11-01	2021-12-18	9100063766	2735	1	CD	2723049	001100154775	2021-11-04	VTA	O	1	13387	1		24	UNI	      6396.700000	ARS	18	PONCE CARLOS (OFICINA)
L	2021-11-01	2021-12-18	9100063766	292	1	CD	2723393	001100154882	2021-11-04	VTA	O	1	11097	1		6	UNI	      1958.690000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	3112	1	CD	2723073	001100154797	2021-11-04	VTA	O	1	2724	1		3	UNI	       845.930000	ARS	30	ARIAS MARTIN (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	3112	1	CD	2723073	001100154797	2021-11-04	VTA	O	1	2729	1		3	UNI	       845.930000	ARS	30	ARIAS MARTIN (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	3112	1	CD	2723073	001100154797	2021-11-04	VTA	O	1	2734	1		3	UNI	       845.930000	ARS	30	ARIAS MARTIN (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	3112	1	CD	2723073	001100154797	2021-11-04	VTA	O	1	2848	1		3	UNI	       845.930000	ARS	30	ARIAS MARTIN (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	3112	1	CD	2723073	001100154797	2021-11-04	VTA	O	1	8061	1		3	UNI	       845.930000	ARS	30	ARIAS MARTIN (PUNTA ALTA)
L	2021-11-01	2021-12-18	9100063766	6363	1	CD	2724372	000101386510	2021-11-04	VTA	O	1	369	1		24	UNI	      4224.790000	ARS	54	OFICINA
L	2021-11-01	2021-12-18	9100063766	9141	1	CD	2723746	001100154979	2021-11-04	VTA	O	1	11097	1		2	UNI	       652.900000	ARS	10	RUPPEL DAMIAN
L	2021-11-01	2021-12-18	9100063766	9244	1	CD	2723767	000101386409	2021-11-04	VTA	O	1	8146	1		2	UNI	       580.170000	ARS	82	ARAYA DIEGO MARTIN
L	2021-11-01	2021-12-18	9100063766	9868	1	CD	2723364	001100154860	2021-11-04	VTA	O	1	18234	1		2	UNI	       784.300000	ARS	37	CANO MARIELA
L	2021-11-01	2021-12-18	9100063766	10460	1	CD	2724263	001100035655	2021-11-05	VTA	O	1	11097	1		12	UNI	      3917.390000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	10460	1	CD	2724264	001100035656	2021-11-05	VTA	O	1	11097	1		12	UNI	      3917.390000	ARS	57	POEFIL GUILLERMO
L	2021-11-01	2021-12-18	9100063766	10460	1	CD	2724263	001100035655	2021-11-05	VTA	O	1	13374	1		60	UNI	     15570.420000	ARS	57	POEFIL GUILLERMO
